date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_clean,away_team_clean,result
1872-11-30,Scotland,England,0,0,Friendly,,Scotland,False,Scotland,England,draw
1873-03-08,England,Scotland,4,2,Friendly,,England,False,England,Scotland,home_win
1874-03-07,Scotland,England,2,1,Friendly,,Scotland,False,Scotland,England,home_win
1875-03-06,England,Scotland,2,2,Friendly,,England,False,England,Scotland,draw
1876-03-04,Scotland,England,3,0,Friendly,,Scotland,False,Scotland,England,home_win
1877-03-03,England,Scotland,1,3,Friendly,,England,False,England,Scotland,away_win
1878-03-02,Scotland,England,7,2,Friendly,,Scotland,False,Scotland,England,home_win
1879-04-05,England,Scotland,5,4,Friendly,,England,False,England,Scotland,home_win
1880-03-13,Scotland,England,5,4,Friendly,,Scotland,False,Scotland,England,home_win
1881-03-12,England,Scotland,1,6,Friendly,,England,False,England,Scotland,away_win
1882-03-11,Scotland,England,5,1,Friendly,,Scotland,False,Scotland,England,home_win
1883-03-10,England,Scotland,2,3,Friendly,,England,False,England,Scotland,away_win
1884-03-15,Scotland,England,1,0,British Championship,,Scotland,False,Scotland,England,home_win
1885-03-21,England,Scotland,1,1,British Championship,,England,False,England,Scotland,draw
1886-03-27,Scotland,England,1,1,British Championship,,Scotland,False,Scotland,England,draw
1887-03-19,England,Scotland,2,3,British Championship,,England,False,England,Scotland,away_win
1888-03-17,Scotland,England,0,5,British Championship,,Scotland,False,Scotland,England,away_win
1889-04-13,England,Scotland,2,3,British Championship,,England,False,England,Scotland,away_win
1890-04-05,Scotland,England,1,1,British Championship,,Scotland,False,Scotland,England,draw
1891-04-04,England,Scotland,2,1,British Championship,,England,False,England,Scotland,home_win
1892-04-02,Scotland,England,1,4,British Championship,,Scotland,False,Scotland,England,away_win
1893-04-01,England,Scotland,5,2,British Championship,,England,False,England,Scotland,home_win
1894-04-07,Scotland,England,2,2,British Championship,,Scotland,False,Scotland,England,draw
1895-04-06,England,Scotland,3,0,British Championship,,England,False,England,Scotland,home_win
1896-04-04,Scotland,England,2,1,British Championship,,Scotland,False,Scotland,England,home_win
1897-04-03,England,Scotland,1,2,British Championship,,England,False,England,Scotland,away_win
1898-04-02,Scotland,England,1,3,British Championship,,Scotland,False,Scotland,England,away_win
1899-04-08,England,Scotland,2,1,British Championship,,England,False,England,Scotland,home_win
1900-04-07,Scotland,England,4,1,British Championship,,Scotland,False,Scotland,England,home_win
1901-03-30,England,Scotland,2,2,British Championship,,England,False,England,Scotland,draw
1902-04-05,Scotland,England,1,1,British Championship,,Scotland,False,Scotland,England,draw
1902-05-03,England,Scotland,2,2,British Championship,,England,False,England,Scotland,draw
1902-07-20,Uruguay,Argentina,0,6,Friendly,,Uruguay,False,Uruguay,Argentina,away_win
1903-04-04,England,Scotland,1,2,British Championship,,England,False,England,Scotland,away_win
1903-09-13,Argentina,Uruguay,2,3,Friendly,,Argentina,False,Argentina,Uruguay,away_win
1904-04-09,Scotland,England,0,1,British Championship,,Scotland,False,Scotland,England,away_win
1904-05-01,Belgium,France,3,3,Friendly,,Belgium,False,Belgium,France,draw
1905-02-12,France,Switzerland,1,0,Friendly,,France,False,France,Switzerland,home_win
1905-04-01,England,Scotland,1,0,British Championship,,England,False,England,Scotland,home_win
1905-04-30,Belgium,Netherlands,1,4,Friendly,,Belgium,False,Belgium,Netherlands,away_win
1905-05-07,Belgium,France,7,0,Friendly,,Belgium,False,Belgium,France,home_win
1905-05-14,Netherlands,Belgium,4,0,Friendly,,Netherlands,False,Netherlands,Belgium,home_win
1905-08-15,Argentina,Uruguay,0,0,Lipton Cup,,Argentina,False,Argentina,Uruguay,draw
1906-04-07,Scotland,England,2,1,British Championship,,Scotland,False,Scotland,England,home_win
1906-04-22,France,Belgium,0,5,Friendly,,France,False,France,Belgium,away_win
1906-04-29,Belgium,Netherlands,5,0,Friendly,,Belgium,False,Belgium,Netherlands,home_win
1906-05-13,Netherlands,Belgium,2,3,Friendly,,Netherlands,False,Netherlands,Belgium,away_win
1906-07-09,Argentina,South Africa,0,1,Friendly,,Argentina,False,Argentina,South Africa,away_win
1906-08-15,Uruguay,Argentina,0,2,Lipton Cup,,Uruguay,False,Uruguay,Argentina,away_win
1906-10-21,Argentina,Uruguay,2,1,Newton Cup,,Argentina,False,Argentina,Uruguay,home_win
1906-11-01,France,England,0,15,Friendly,,France,False,France,England,away_win
1907-04-01,Netherlands,England,1,8,Friendly,,Netherlands,False,Netherlands,England,away_win
1907-04-06,England,Scotland,1,1,British Championship,,England,False,England,Scotland,draw
1907-04-14,Belgium,Netherlands,1,3,Friendly,,Belgium,False,Belgium,Netherlands,away_win
1907-04-21,Belgium,France,1,2,Friendly,,Belgium,False,Belgium,France,away_win
1907-05-09,Netherlands,Belgium,1,2,Friendly,,Netherlands,False,Netherlands,Belgium,away_win
1907-08-15,Argentina,Uruguay,2,1,Lipton Cup,,Argentina,False,Argentina,Uruguay,home_win
1907-10-06,Uruguay,Argentina,1,2,Newton Cup,,Uruguay,False,Uruguay,Argentina,away_win
1907-12-21,England,Netherlands,12,2,Friendly,,England,False,England,Netherlands,home_win
1908-03-08,Switzerland,France,1,2,Friendly,,Switzerland,False,Switzerland,France,away_win
1908-03-23,England,France,12,0,Friendly,,England,False,England,France,home_win
1908-03-29,Belgium,Netherlands,1,4,Friendly,,Belgium,False,Belgium,Netherlands,away_win
1908-04-04,Scotland,England,1,1,British Championship,,Scotland,False,Scotland,England,draw
1908-04-05,Switzerland,Germany,5,3,Friendly,,Switzerland,False,Switzerland,Germany,home_win
1908-04-12,France,Belgium,1,2,Friendly,,France,False,France,Belgium,away_win
1908-04-18,Belgium,England,2,8,Friendly,,Belgium,False,Belgium,England,away_win
1908-04-20,Germany,England,1,5,Friendly,,Germany,False,Germany,England,away_win
1908-04-26,Netherlands,Belgium,3,1,Friendly,,Netherlands,False,Netherlands,Belgium,home_win
1908-05-10,Netherlands,France,4,1,Friendly,,Netherlands,False,Netherlands,France,home_win
1908-06-06,Austria,England,1,6,Friendly,,Austria,False,Austria,England,away_win
1908-06-07,Austria,Germany,3,2,Friendly,,Austria,False,Austria,Germany,home_win
1908-06-08,Austria,England,1,11,Friendly,,Austria,False,Austria,England,away_win
1908-08-15,Uruguay,Argentina,2,2,Lipton Cup,,Uruguay,False,Uruguay,Argentina,draw
1908-09-13,Argentina,Uruguay,2,1,Newton Cup,,Argentina,False,Argentina,Uruguay,home_win
1908-10-04,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,away_win
1908-10-22,England,Netherlands,4,0,Olympic Games,,England,False,England,Netherlands,home_win
1909-03-13,England,Germany,9,0,Friendly,,England,False,England,Germany,home_win
1909-03-21,Belgium,Netherlands,1,4,Friendly,,Belgium,False,Belgium,Netherlands,away_win
1909-04-03,England,Scotland,2,0,British Championship,,England,False,England,Scotland,home_win
1909-04-04,Germany,Switzerland,1,0,Friendly,,Germany,False,Germany,Switzerland,home_win
1909-04-12,Netherlands,England,0,4,Friendly,,Netherlands,False,Netherlands,England,away_win
1909-04-19,England,Belgium,11,2,Friendly,,England,False,England,Belgium,home_win
1909-04-25,Netherlands,Belgium,4,1,Friendly,,Netherlands,False,Netherlands,Belgium,home_win
1909-05-09,Belgium,France,5,2,Friendly,,Belgium,False,Belgium,France,home_win
1909-05-20,Switzerland,England,0,9,Friendly,,Switzerland,False,Switzerland,England,away_win
1909-05-22,France,England,0,11,Friendly,,France,False,France,England,away_win
1909-06-01,Austria,England,1,8,Friendly,,Austria,False,Austria,England,away_win
1909-08-15,Argentina,Uruguay,2,1,Lipton Cup,,Argentina,False,Argentina,Uruguay,home_win
1909-09-19,Uruguay,Argentina,2,2,Newton Cup,,Uruguay,False,Uruguay,Argentina,draw
1909-10-10,Argentina,Uruguay,3,1,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,home_win
1909-12-11,England,Netherlands,9,1,Friendly,,England,False,England,Netherlands,home_win
1910-03-13,Belgium,Netherlands,3,2,Friendly,,Belgium,False,Belgium,Netherlands,home_win
1910-03-26,Belgium,England,2,2,Friendly,,Belgium,False,Belgium,England,draw
1910-04-02,Scotland,England,2,0,British Championship,,Scotland,False,Scotland,England,home_win
1910-04-03,France,Belgium,0,4,Friendly,,France,False,France,Belgium,away_win
1910-04-03,Switzerland,Germany,2,3,Friendly,,Switzerland,False,Switzerland,Germany,away_win
1910-04-09,England,Switzerland,6,1,Friendly,,England,False,England,Switzerland,home_win
1910-04-10,Netherlands,Belgium,7,0,Friendly,,Netherlands,False,Netherlands,Belgium,home_win
1910-04-16,England,France,10,1,Friendly,,England,False,England,France,home_win
1910-04-24,Netherlands,Germany,4,2,Friendly,,Netherlands,False,Netherlands,Germany,home_win
1910-05-16,Germany,Belgium,0,3,Friendly,,Germany,False,Germany,Belgium,away_win
1910-06-12,Argentina,Uruguay,4,1,Copa Cent Rev Mayo,,Argentina,False,Argentina,Uruguay,home_win
1910-06-29,South Africa,England,0,3,Friendly,,South Africa,False,South Africa,England,away_win
1910-07-23,South Africa,England,2,6,Friendly,,South Africa,False,South Africa,England,away_win
1910-07-30,South Africa,England,3,6,Friendly,,South Africa,False,South Africa,England,away_win
1910-08-15,Uruguay,Argentina,3,1,Lipton Cup,,Uruguay,False,Uruguay,Argentina,home_win
1910-10-16,Germany,Netherlands,1,2,Friendly,,Germany,False,Germany,Netherlands,away_win
1910-11-13,Argentina,Uruguay,1,1,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,draw
1910-11-27,Argentina,Uruguay,2,6,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,away_win
1911-03-04,England,Belgium,4,0,Friendly,,England,False,England,Belgium,home_win
1911-03-19,Belgium,Netherlands,1,5,Friendly,,Belgium,False,Belgium,Netherlands,away_win
1911-03-23,France,England,0,3,Friendly,,France,False,France,England,away_win
1911-03-26,Germany,Switzerland,6,2,Friendly,,Germany,False,Germany,Switzerland,home_win
1911-04-01,England,Scotland,1,1,British Championship,,England,False,England,Scotland,draw
1911-04-02,Netherlands,Belgium,3,1,Friendly,,Netherlands,False,Netherlands,Belgium,home_win
1911-04-14,Germany,England,2,2,Friendly,,Germany,False,Germany,England,draw
1911-04-17,Netherlands,England,0,1,Friendly,,Netherlands,False,Netherlands,England,away_win
1911-04-23,Switzerland,France,5,2,Friendly,,Switzerland,False,Switzerland,France,home_win
1911-04-23,Belgium,Germany,2,1,Friendly,,Belgium,False,Belgium,Germany,home_win
1911-04-30,Uruguay,Argentina,1,2,Friendly,,Uruguay,False,Uruguay,Argentina,away_win
1911-04-30,Belgium,France,7,1,Friendly,,Belgium,False,Belgium,France,home_win
1911-05-25,Switzerland,England,1,4,Friendly,,Switzerland,False,Switzerland,England,away_win
1911-08-15,Argentina,Uruguay,0,2,Lipton Cup,,Argentina,False,Argentina,Uruguay,away_win
1911-09-10,Germany,Austria,1,2,Friendly,,Germany,False,Germany,Austria,away_win
1911-09-17,Uruguay,Argentina,2,3,Newton Cup,,Uruguay,False,Uruguay,Argentina,away_win
1911-10-08,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,draw
1911-10-22,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,home_win
1911-10-29,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,home_win
1912-01-28,France,Belgium,1,1,Friendly,,France,False,France,Belgium,draw
1912-02-18,France,Switzerland,4,1,Friendly,,France,False,France,Switzerland,home_win
1912-02-20,Belgium,Switzerland,9,2,Friendly,,Belgium,False,Belgium,Switzerland,home_win
1912-02-25,Argentina,Uruguay,2,0,Friendly,,Argentina,False,Argentina,Uruguay,home_win
1912-03-10,Belgium,Netherlands,1,2,Friendly,,Belgium,False,Belgium,Netherlands,away_win
1912-03-16,England,Netherlands,4,0,Friendly,,England,False,England,Netherlands,home_win
1912-03-23,Scotland,England,1,1,British Championship,,Scotland,False,Scotland,England,draw
1912-03-24,Netherlands,Germany,5,5,Friendly,,Netherlands,False,Netherlands,Germany,draw
1912-04-08,Belgium,England,1,2,Friendly,,Belgium,False,Belgium,England,away_win
1912-04-28,Netherlands,Belgium,4,3,Friendly,,Netherlands,False,Netherlands,Belgium,home_win
1912-05-05,Switzerland,Germany,1,2,Friendly,,Switzerland,False,Switzerland,Germany,away_win
1912-06-29,Austria,Germany,5,1,Olympic Games,,Sweden,True,Austria,Germany,home_win
1912-06-30,Netherlands,Austria,3,1,Olympic Games,,Sweden,True,Netherlands,Austria,home_win
1912-07-01,Austria,Norway,1,0,Olympic Games,,Sweden,True,Austria,Norway,home_win
1912-08-15,Uruguay,Argentina,2,0,Lipton Cup,,Uruguay,False,Uruguay,Argentina,home_win
1912-08-25,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,home_win
1912-09-22,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,away_win
1912-10-06,Argentina,Uruguay,3,3,Newton Cup,,Argentina,False,Argentina,Uruguay,draw
1912-11-09,England,Belgium,4,0,Friendly,,England,False,England,Belgium,home_win
1912-11-17,Germany,Netherlands,2,3,Friendly,,Germany,False,Germany,Netherlands,away_win
1912-12-01,Uruguay,Argentina,1,3,Montevideo Cup,,Uruguay,False,Uruguay,Argentina,away_win
1913-02-16,Belgium,France,3,0,Friendly,,Belgium,False,Belgium,France,home_win
1913-02-27,France,England,1,4,Friendly,,France,False,France,England,away_win
1913-03-09,Belgium,Netherlands,3,3,Friendly,,Belgium,False,Belgium,Netherlands,draw
1913-03-09,Switzerland,France,1,4,Friendly,,Switzerland,False,Switzerland,France,away_win
1913-03-21,Germany,England,0,3,Friendly,,Germany,False,Germany,England,away_win
1913-03-24,Netherlands,England,2,1,Friendly,,Netherlands,False,Netherlands,England,home_win
1913-04-05,England,Scotland,1,0,British Championship,,England,False,England,Scotland,home_win
1913-04-20,Netherlands,Belgium,2,4,Friendly,,Netherlands,False,Netherlands,Belgium,away_win
1913-04-27,Argentina,Uruguay,0,0,Friendly,,Argentina,False,Argentina,Uruguay,draw
1913-04-27,Uruguay,Argentina,4,0,Friendly,,Uruguay,False,Uruguay,Argentina,home_win
1913-05-04,Switzerland,Belgium,1,2,Friendly,,Switzerland,False,Switzerland,Belgium,away_win
1913-05-18,Germany,Switzerland,1,2,Friendly,,Germany,False,Germany,Switzerland,away_win
1913-06-15,Argentina,Uruguay,1,1,Friendly tournament,,Argentina,False,Argentina,Uruguay,draw
1913-07-09,Argentina,Uruguay,2,1,Friendly tournament,,Argentina,False,Argentina,Uruguay,home_win
1913-07-13,Argentina,Uruguay,3,3,Friendly,,Argentina,False,Argentina,Uruguay,draw
1913-07-13,Uruguay,Argentina,5,4,Friendly,,Uruguay,False,Uruguay,Argentina,home_win
1913-08-15,Argentina,Uruguay,4,0,Lipton Cup,,Argentina,False,Argentina,Uruguay,home_win
1913-08-31,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,home_win
1913-09-28,Argentina,Uruguay,4,0,Copa Circulo de la Prensa,,Argentina,False,Argentina,Uruguay,home_win
1913-10-05,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,home_win
1913-10-26,Uruguay,Argentina,1,0,Newton Cup,,Uruguay,False,Uruguay,Argentina,home_win
1913-11-02,Belgium,Switzerland,2,0,Friendly,,Belgium,False,Belgium,Switzerland,home_win
1913-11-15,England,Netherlands,2,1,Friendly,,England,False,England,Netherlands,home_win
1913-11-23,Belgium,Germany,6,2,Friendly,,Belgium,False,Belgium,Germany,home_win
1914-01-25,France,Belgium,4,3,Friendly,,France,False,France,Belgium,home_win
1914-02-24,Belgium,England,1,8,Friendly,,Belgium,False,Belgium,England,away_win
1914-02-28,Argentina,Uruguay,1,1,Friendly,,Argentina,False,Argentina,Uruguay,draw
1914-03-08,France,Switzerland,2,2,Friendly,,France,False,France,Switzerland,draw
1914-03-15,Belgium,Netherlands,2,4,Friendly,,Belgium,False,Belgium,Netherlands,away_win
1914-04-04,Scotland,England,3,1,British Championship,,Scotland,False,Scotland,England,home_win
1914-04-05,Netherlands,Germany,4,4,Friendly,,Netherlands,False,Netherlands,Germany,draw
1914-04-26,Netherlands,Belgium,4,2,Friendly,,Netherlands,False,Netherlands,Belgium,home_win
1914-08-30,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,home_win
1914-09-13,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,home_win
1914-09-20,Argentina,Brazil,3,0,Friendly,,Argentina,False,Argentina,Brazil,home_win
1914-09-27,Argentina,Brazil,0,1,Roca Cup,,Argentina,False,Argentina,Brazil,away_win
1914-11-15,Uruguay,Argentina,3,2,Friendly,,Uruguay,False,Uruguay,Argentina,home_win
1914-11-22,Argentina,Uruguay,3,0,Friendly,,Argentina,False,Argentina,Uruguay,home_win
1915-03-28,Argentina,Uruguay,0,0,Friendly,,Argentina,False,Argentina,Uruguay,draw
1915-07-18,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,away_win
1915-08-15,Argentina,Uruguay,2,1,Lipton Cup,,Argentina,False,Argentina,Uruguay,home_win
1915-09-12,Uruguay,Argentina,2,0,Newton Cup,,Uruguay,False,Uruguay,Argentina,home_win
1916-03-12,France,Belgium,1,4,Friendly,,France,False,France,Belgium,away_win
1916-07-10,Argentina,Brazil,1,1,South American Champ,,Argentina,False,Argentina,Brazil,draw
1916-07-12,Uruguay,Brazil,2,1,South American Champ,,Argentina,True,Uruguay,Brazil,home_win
1916-07-17,Argentina,Uruguay,0,0,South American Champ,,Argentina,False,Argentina,Uruguay,draw
1916-07-18,Uruguay,Brazil,0,1,Friendly,,Uruguay,False,Uruguay,Brazil,away_win
1916-08-15,Argentina,Uruguay,3,1,Newton Cup,,Argentina,False,Argentina,Uruguay,home_win
1916-08-15,Uruguay,Argentina,1,2,Lipton Cup,,Uruguay,False,Uruguay,Argentina,away_win
1916-09-03,Norway,United States,1,1,Friendly,,Norway,False,Norway,USA,draw
1916-10-01,Argentina,Uruguay,7,2,Copa Circulo de la Prensa,,Argentina,False,Argentina,Uruguay,home_win
1916-10-01,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,away_win
1916-10-29,Uruguay,Argentina,3,1,Copa Circulo de la Prensa,,Uruguay,False,Uruguay,Argentina,home_win
1917-07-18,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,away_win
1917-08-15,Argentina,Uruguay,1,0,Lipton Cup,,Argentina,False,Argentina,Uruguay,home_win
1917-09-02,Uruguay,Argentina,1,0,Newton Cup,,Uruguay,False,Uruguay,Argentina,home_win
1917-10-03,Argentina,Brazil,4,2,South American Champ,,Uruguay,True,Argentina,Brazil,home_win
1917-10-07,Uruguay,Brazil,4,0,South American Champ,,Uruguay,False,Uruguay,Brazil,home_win
1917-10-14,Uruguay,Argentina,1,0,South American Champ,,Uruguay,False,Uruguay,Argentina,home_win
1917-10-16,Uruguay,Brazil,3,1,Friendly,,Uruguay,False,Uruguay,Brazil,home_win
1917-12-23,Switzerland,Austria,0,1,Friendly,,Switzerland,False,Switzerland,Austria,away_win
1917-12-26,Switzerland,Austria,3,2,Friendly,,Switzerland,False,Switzerland,Austria,home_win
1918-04-22,Belgium,France,5,2,Friendly,,Belgium,False,Belgium,France,home_win
1918-05-09,Austria,Switzerland,5,1,Friendly,,Austria,False,Austria,Switzerland,home_win
1918-07-18,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,draw
1918-07-28,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,home_win
1918-08-15,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,draw
1918-08-25,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,home_win
1918-09-20,Uruguay,Argentina,1,1,Lipton Cup,,Uruguay,False,Uruguay,Argentina,draw
1918-09-29,Argentina,Uruguay,2,0,Newton Cup,,Argentina,False,Argentina,Uruguay,home_win
1919-03-09,Belgium,France,2,2,Friendly,,Belgium,False,Belgium,France,draw
1919-04-26,England,Scotland,2,2,Friendly,,England,False,England,Scotland,draw
1919-05-03,Scotland,England,3,4,Friendly,,Scotland,False,Scotland,England,away_win
1919-05-11,Paraguay,Argentina,1,5,Friendly,,Paraguay,False,Paraguay,Argentina,away_win
1919-05-13,Uruguay,Argentina,3,2,South American Champ,,Brazil,True,Uruguay,Argentina,home_win
1919-05-18,Paraguay,Argentina,0,3,Friendly,,Paraguay,False,Paraguay,Argentina,away_win
1919-05-18,Brazil,Argentina,3,1,South American Champ,,Brazil,False,Brazil,Argentina,home_win
1919-05-21,Paraguay,Argentina,1,2,Friendly,,Paraguay,False,Paraguay,Argentina,away_win
1919-05-24,Paraguay,Argentina,1,2,Friendly,,Paraguay,False,Paraguay,Argentina,away_win
1919-05-25,Brazil,Uruguay,2,2,South American Champ,,Brazil,False,Brazil,Uruguay,draw
1919-05-29,Brazil,Uruguay,1,0,South American Champ,,Brazil,False,Brazil,Uruguay,home_win
1919-06-01,Brazil,Argentina,3,3,Friendly tournament,,Brazil,False,Brazil,Argentina,draw
1919-07-18,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,home_win
1919-08-24,Uruguay,Argentina,2,1,Newton Cup,,Uruguay,False,Uruguay,Argentina,home_win
1919-08-31,Norway,Netherlands,1,1,Friendly,,Norway,False,Norway,Netherlands,draw
1919-09-07,Argentina,Uruguay,1,2,Lipton Cup,,Argentina,False,Argentina,Uruguay,away_win
1919-10-19,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,home_win
1919-12-07,Uruguay,Argentina,4,2,Copa Circulo de la Prensa,,Uruguay,False,Uruguay,Argentina,home_win
1920-02-17,Belgium,England,3,1,Friendly,,Belgium,False,Belgium,England,home_win
1920-02-29,Switzerland,France,0,2,Friendly,,Switzerland,False,Switzerland,France,away_win
1920-03-28,France,Belgium,2,1,Friendly,,France,False,France,Belgium,home_win
1920-04-05,France,England,0,5,Friendly,,France,False,France,England,away_win
1920-04-10,England,Scotland,5,4,British Championship,,England,False,England,Scotland,home_win
1920-05-16,Switzerland,Netherlands,2,1,Friendly,,Switzerland,False,Switzerland,Netherlands,home_win
1920-06-19,South Africa,England,1,3,Friendly,,South Africa,False,South Africa,England,away_win
1920-06-26,South Africa,England,1,3,Friendly,,South Africa,False,South Africa,England,away_win
1920-06-27,Switzerland,Germany,4,1,Friendly,,Switzerland,False,Switzerland,Germany,home_win
1920-07-17,South Africa,England,1,9,Friendly,,South Africa,False,South Africa,England,away_win
1920-07-18,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,,Uruguay,False,Uruguay,Argentina,home_win
1920-07-25,Argentina,Uruguay,1,3,Newton Cup,,Argentina,False,Argentina,Uruguay,away_win
1920-08-08,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,,Argentina,False,Argentina,Uruguay,home_win
1920-08-28,Norway,England,3,1,Olympic Games,,Belgium,True,Norway,England,home_win
1920-08-29,Belgium,Spain,3,1,Olympic Games,,Belgium,False,Belgium,Spain,home_win
1920-08-31,Belgium,Netherlands,3,0,Olympic Games,,Belgium,False,Belgium,Netherlands,home_win
1920-09-05,Spain,Netherlands,3,1,Olympic Games,,Belgium,True,Spain,Netherlands,home_win
1920-09-12,Argentina,Uruguay,1,1,South American Champ,,Chile,True,Argentina,Uruguay,draw
1920-09-18,Uruguay,Brazil,6,0,South American Champ,,Chile,True,Uruguay,Brazil,home_win
1920-09-25,Argentina,Brazil,2,0,South American Champ,,Chile,True,Argentina,Brazil,home_win
1920-09-26,Austria,Germany,3,2,Friendly,,Austria,False,Austria,Germany,home_win
1920-10-06,Argentina,Brazil,3,1,Friendly,,Argentina,False,Argentina,Brazil,home_win
1921-03-06,Belgium,France,3,1,Friendly,,Belgium,False,Belgium,France,home_win
1921-03-28,Netherlands,Switzerland,2,0,Friendly,,Netherlands,False,Netherlands,Switzerland,home_win
1921-04-07,Paraguay,Argentina,3,1,Friendly,,Paraguay,False,Paraguay,Argentina,home_win
1921-04-09,Scotland,England,3,0,British Championship,,Scotland,False,Scotland,England,home_win
1921-04-14,Paraguay,Argentina,2,2,Friendly,,Paraguay,False,Paraguay,Argentina,draw
1921-05-01,Switzerland,Austria,2,2,Friendly,,Switzerland,False,Switzerland,Austria,draw
1921-05-05,Germany,Austria,3,3,Friendly,,Germany,False,Germany,Austria,draw
1921-05-15,Belgium,Netherlands,1,1,Friendly,,Belgium,False,Belgium,Netherlands,draw
1921-05-21,Belgium,England,0,2,Friendly,,Belgium,False,Belgium,England,away_win
1921-10-02,Argentina,Brazil,1,0,South American Champ,,Argentina,False,Argentina,Brazil,home_win
1921-10-07,Spain,Belgium,2,0,Friendly,,Spain,False,Spain,Belgium,home_win
1921-10-09,Paraguay,Uruguay,2,1,South American Champ,,Argentina,True,Paraguay,Uruguay,home_win
1921-10-12,Brazil,Paraguay,3,0,South American Champ,,Argentina,True,Brazil,Paraguay,home_win
1921-10-16,Argentina,Paraguay,3,0,South American Champ,,Argentina,False,Argentina,Paraguay,home_win
1921-10-23,Uruguay,Brazil,2,1,South American Champ,,Argentina,True,Uruguay,Brazil,home_win
1921-10-30,Argentina,Uruguay,1,0,South American Champ,,Argentina,False,Argentina,Uruguay,home_win
1921-11-02,Uruguay,Paraguay,4,2,Friendly,,Uruguay,False,Uruguay,Paraguay,home_win
1921-11-13,France,Netherlands,0,5,Friendly,,France,False,France,Netherlands,away_win
1921-12-18,Spain,Portugal,3,1,Friendly,,Spain,False,Spain,Portugal,home_win
1922-01-15,France,Belgium,2,1,Friendly,,France,False,France,Belgium,home_win
1922-01-21,Argentina,Uruguay,3,1,Friendly,,Argentina,False,Argentina,Uruguay,home_win
1922-01-22,Argentina,Uruguay,1,3,Friendly,,Argentina,False,Argentina,Uruguay,away_win
1922-03-26,Belgium,Netherlands,4,0,Friendly,,Belgium,False,Belgium,Netherlands,home_win
1922-03-26,Germany,Switzerland,2,2,Friendly,,Germany,False,Germany,Switzerland,draw
1922-04-08,England,Scotland,0,1,British Championship,,England,False,England,Scotland,away_win
1922-04-23,Austria,Germany,0,2,Friendly,,Austria,False,Austria,Germany,away_win
1922-04-30,France,Spain,0,4,Friendly,,France,False,France,Spain,away_win
1922-05-07,Netherlands,Belgium,1,2,Friendly,,Netherlands,False,Netherlands,Belgium,away_win
1922-06-11,Austria,Switzerland,7,1,Friendly,,Austria,False,Austria,Switzerland,home_win
1922-06-11,Norway,France,7,0,Friendly,,Norway,False,Norway,France,home_win
1922-06-17,New Zealand,Australia,3,1,Friendly,,New Zealand,False,New Zealand,Australia,home_win
1922-06-24,New Zealand,Australia,1,1,Friendly,,New Zealand,False,New Zealand,Australia,draw
1922-07-08,New Zealand,Australia,3,1,Friendly,,New Zealand,False,New Zealand,Australia,home_win
1922-09-24,Brazil,Paraguay,1,1,South American Champ,,Brazil,False,Brazil,Paraguay,draw
1922-10-01,Brazil,Uruguay,0,0,South American Champ,,Brazil,False,Brazil,Uruguay,draw
1922-10-08,Uruguay,Argentina,1,0,South American Champ,,Brazil,True,Uruguay,Argentina,home_win
1922-10-12,Paraguay,Uruguay,1,0,South American Champ,,Brazil,True,Paraguay,Uruguay,home_win
